0,113.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1899,1989,2492,1941,1,1,0,1,1,0,0,0,0,1,0,1,0,0,32,1024
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2140,1605,1605,1680,1,1,0,0,1,0,0,0,0,1,0,0,0,0,61,3721
0,0,0,0,0,0,0,0,0,332.28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,753,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,31,961
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1798,1,0,0,1,1,1,0,0,0,1,0,0,1,0,31,961
2034.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,39,1521
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,28,784
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,26,676
6572.2,10090,10675,2957.2,0,0,0,0,587.3,960.54,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1299,922,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,25,625
1720.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2895,2792,3030,3898,1,0,0,1,1,0,0,0,0,0,1,0,1,0,34,1156
0,0,0,5140.3,0,0,0,140.06,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1284,1420,1533,1605,1,0,1,1,0,0,0,0,0,0,1,1,0,0,32,1024
5671.8,6409.2,5286.7,5662,5561.9,325.8,642.67,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,38,1444
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,33,1089
2056.9,4831.4,1530.1,0,0,0,0,0,0,299.09,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1533,1533,1022,1070,1,0,1,1,0,0,0,0,0,0,1,1,0,0,35,1225
9849,0,0,0,0,0,0,0,0,2257.5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1149,1777,1533,1533,1,0,0,1,1,0,0,0,0,0,1,1,0,0,36,1296
188.79,700.25,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2652,1989,1989,1505,1,0,0,1,1,0,0,0,0,0,1,0,0,1,40,1600
2145.4,0,0,0,86.276,581.79,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,220,0,0,0,0,1,0,0,0,0,0,0,1,0,0,40,1600
0,0,0,382.89,2674.2,1725.5,3832.5,5032.3,10716,199.44,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1070,1605,1,1,0,1,1,0,0,0,1,0,0,0,0,1,56,3136
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1989,2652,1989,1989,1,1,0,1,1,0,0,0,0,1,0,1,0,0,31,961
307.67,2345.9,1013.6,0,111.19,0,0,0,870.18,1606,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1090,1899,1097,1612,1,1,0,1,1,1,0,0,0,1,0,1,0,0,29,841
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,705,705,780,780,0,0,1,1,0,0,0,0,0,0,0,0,1,0,51,2601
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,28,784
0,0,219.8,833.84,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,427,1,1,0,1,1,0,0,0,0,1,0,1,0,0,47,2209
2389.8,658,0,339.35,2334.4,64.857,0,1100.7,679.75,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,40,1600
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,49,2401
1917,0,0,6172.5,232.24,1276.8,1205.4,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1197,1605,1400,1,1,1,1,0,1,0,0,1,0,0,1,0,0,25,625
1145.2,1602.5,0,0,3134.4,4021.1,3579.1,2934.6,2474.3,583.95,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,933,933,933,1,1,0,1,1,0,0,0,0,1,0,1,0,0,46,2116
0,0,0,0,3144.6,1031.8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,26,676
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1745,1576,2208,1680,1,1,0,1,1,1,0,0,0,0,0,1,0,0,24,576
286.15,2650.2,6514.8,4956.4,4492.1,4482.7,4028.5,3936.7,1835.4,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,42,1764
0,998.2,2613.6,1186,0,0,0,897,1385.6,1445.6,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,209,1,0,0,0,1,0,0,0,0,0,1,1,0,0,40,1600
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1533,1533,1533,1605,1,1,1,1,0,0,0,0,0,1,0,1,0,0,51,2601
1481.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,33,1089
74.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2310,1,1,0,1,1,0,0,0,0,1,0,0,0,0,37,1369
0,0,0,849.8,216.97,0,1206.4,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1482,1502,2140,1605,1,1,1,1,0,0,0,0,0,1,0,1,0,0,40,1600
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1989,1989,2082,2082,1,0,1,1,0,0,0,0,0,0,1,1,0,0,36,1296
0,0,0,0,8283.1,7844.2,7888.9,8192.2,3676.8,4386.7,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,37,1369
0,0,153.44,23.8,1748.5,64.146,0,77.087,0,1145.8,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,946,86,1208,1861,0,0,1,0,0,1,0,0,0,0,1,0,0,1,21,441
0,0,0,0,2924.8,788.32,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1739,2577,2577,2907,1,0,0,1,1,0,0,0,0,0,1,0,0,1,34,1156
225.62,2181.4,2700.6,317.66,392.01,1682.4,1720.6,166.56,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2259,1722,1428,1326,1,1,0,1,1,0,0,0,0,1,0,0,0,1,21,441
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1070,1,1,1,1,0,0,0,0,1,0,0,0,0,1,27,729
0,0,0,0,0,0,22.351,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1314,1314,1305,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,30,900
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2577,2577,2697,3596,1,0,0,1,1,0,0,0,0,0,0,0,1,0,39,1521
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2391,1311,1,1,1,1,0,0,0,0,0,1,0,1,0,0,42,1764
0,0,0,0,0,0,0,0,271.77,750.5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1656,1605,1443,1626,1,0,1,0,0,0,0,0,0,0,0,0,1,0,52,2704
47,0,0,1416.9,2940.6,3240.5,2762.3,3568.6,2943.6,3069.5,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,264,1533,1022,196,1,1,1,1,0,0,0,0,0,1,0,1,0,0,31,961
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1899,1899,1899,1899,1,0,0,0,1,0,0,0,0,0,0,0,1,0,52,2704
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1533,1533,1533,1533,1,1,1,1,0,0,0,0,0,1,0,1,0,0,37,1369
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,753,2364,3152,2364,1,0,0,1,1,0,0,0,0,0,1,0,1,0,36,1296
0,0,0,185.31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,31,961
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1899,1989,2902,2364,1,0,0,1,1,0,0,0,0,0,1,1,0,0,38,1444
0,0,0,0,0,0,290.56,1619.5,3897.2,3725,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1200,997,927,1032,0,1,1,0,0,0,0,0,0,1,0,1,0,0,32,1024
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2652,1989,1989,2082,1,0,0,0,0,0,0,0,0,0,1,0,1,0,15,225
0,0,0,0,0,0,1275,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,27,729
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1899,1899,1899,1899,1,1,0,1,1,0,0,0,0,1,0,0,0,1,31,961
0,0,738.4,0,0,635.31,166.78,0,1589.7,499.69,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1986,2649,1810,1926,1,1,0,1,1,1,0,0,0,1,0,1,0,0,30,900
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,249,1,1,1,1,0,0,0,0,0,1,0,1,0,0,30,900
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1022,0,511,1605,1,0,1,1,0,0,0,0,0,0,1,0,0,1,21,441
0,0,0,0,0,0,0,0,0,327.85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,41,1681
0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,491,1,1,0,1,1,0,0,0,0,1,0,1,0,0,31,961
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,560,1,1,1,1,0,0,0,0,0,1,0,0,0,1,39,1521
2060.3,2127.7,428.53,1260,1781.1,0,0,514.88,2209.5,1652.5,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,449,826,1,1,0,1,1,0,0,0,0,0,1,1,0,0,25,625
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1533,1533,1533,1533,1,1,1,1,0,0,0,0,0,1,0,0,1,0,39,1521
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2259,2259,2259,2259,1,0,0,1,1,0,0,0,0,0,0,0,1,0,37,1369
446.5,1744.4,896.24,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2577,2577,1871,1355,1,1,0,1,1,0,0,0,0,1,0,0,1,0,38,1444
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1120,1680,1,0,1,1,0,0,0,0,0,0,1,1,0,0,27,729
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1533,1533,1533,1605,1,1,1,1,0,0,0,0,0,1,0,1,0,0,36,1296
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1899,1899,1899,1989,1,1,0,1,1,0,0,0,0,1,0,0,0,1,39,1521
3150.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,38,1444
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,270,65,0,695,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,256
1379.9,3862.9,3961.8,1484,4435.8,5345.5,4253.4,5393.2,4090.4,8223.5,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,22,1,1,1,1,0,0,0,0,0,1,0,1,0,0,27,729
0,0,0,0,0,0,0,0,0,527.19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823,0,258,755,0,0,1,0,0,0,0,0,0,0,1,1,0,0,40,1600
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3152,2364,2364,2472,1,1,0,1,1,0,0,0,1,0,0,1,0,0,34,1156
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1989,1989,2082,2082,1,1,0,1,1,1,0,0,0,1,0,1,0,0,28,784
0,0,0,0,0,576.8,679.27,518.87,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3596,2697,2697,2820,0,1,0,1,1,1,0,0,0,1,0,0,1,0,29,841
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1899,1899,1989,2652,1,1,0,1,1,0,0,0,0,1,0,0,0,1,42,1764
0,0,183.98,1565.7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2652,481,0,884,1,0,1,1,0,0,0,0,0,0,1,1,0,0,27,729
1910.8,1781.6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,39,1521
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3536,2697,2697,2820,1,1,0,1,1,1,0,0,0,1,0,0,0,1,28,784
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,35,1225
0,219.81,1234.5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017,0,181,1507,1,0,0,1,1,0,0,0,0,0,1,1,0,0,32,1024
0,0,82.383,121.75,1493.2,33.176,544.6,547.39,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1989,1353,1579,1220,0,1,1,1,0,1,0,0,0,0,1,1,0,0,26,676
0,0,688.8,2858.9,1659.3,875.7,77.087,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,34,1156
173.16,754.81,663.53,0,0,768.33,201.31,71.269,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1899,1989,2652,1856,1,1,0,1,1,0,0,0,0,1,0,0,0,1,35,1225
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2259,2259,2364,3152,1,1,0,1,1,0,0,0,0,1,0,0,0,1,39,1521
0,0,0,0,0,0,0,81.952,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,23,529
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,44,1936
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,44,1936
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2652,1989,1989,2342,0,1,0,0,1,1,0,0,0,1,0,0,0,1,31,961
0,7267.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1576,1576,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,30,900
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,30,900
10258,10008,13302,11458,3085.6,1347.2,0,2039,3183.8,2906.8,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,535,1,1,1,1,0,0,0,0,0,1,0,1,0,0,30,900
3379.8,3343.2,3497,2892.1,2731.5,2692.2,1893.2,0,408.37,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,32,1024
0,0,332.79,2290.4,2376.3,2371.6,2193.8,336.41,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1818,1509,1956,2041,1,1,0,1,1,1,0,0,0,1,0,1,0,0,25,625
0,0,0,0,0,0,242.33,0,159.99,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,828,1624,406,1791,1,1,0,1,1,1,0,0,0,1,0,1,0,0,36,1296
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,694,1,1,0,1,1,0,0,0,0,0,1,1,0,0,24,576
0,0,369.31,1095.3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2433,1836,1989,2043,1,0,1,1,0,1,0,0,0,0,0,1,0,0,31,961
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2981,1926,2061,2082,1,0,0,1,1,0,0,0,0,0,0,1,0,0,35,1225
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2943,2479,3334,2499,1,0,0,1,1,0,0,0,0,0,0,0,1,0,45,2025
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1899,1899,1989,2652,1,1,0,1,1,0,0,0,0,0,1,0,0,0,30,900
0,0,0,49.892,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,511,1533,1605,1,1,1,1,0,1,0,0,0,1,0,0,0,1,20,400
0,0,0,0,0,79.8,131.88,31.36,888.65,59.633,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1326,1390,1902,1374,1,1,1,0,0,0,0,0,1,0,0,1,0,0,48,2304
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3465,3465,3465,3465,0,0,0,0,1,1,0,0,0,0,1,0,0,1,30,900
0,0,0,0,0,0,360.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,34,1156
